apply_id,user_hash,apply_ts,ip,ip_country,device_fp,device_drift,mouse_jitter_ms,key_burst_ratio,rdp_latency_ms,immig_overseas,label,risk_score,reasons,pred
A000190,U0112,2026-04-09T15:00:00+09:00,211.120.228.136,KR,FP_43205,0.024,35.2,1.29,5.5,False,0,0,,0
A000314,U1585,2026-04-03T14:00:00+09:00,211.211.116.31,KR,FP_50739,0.072,10.5,0.8,2.8,False,0,0,,0
A000582,U6347,2026-04-12T11:00:00+09:00,211.234.99.183,KR,FP_35350,0.058,25.0,0.98,3.4,False,0,0,,0
A000480,U2390,2026-04-15T09:00:00+09:00,211.119.102.191,KR,FP_20447,0.055,5,1.05,6.1,False,0,0,,0
A000138,U2656,2026-04-27T12:00:00+09:00,211.70.128.26,KR,FP_84041,0.002,21.2,1.29,1.8,False,0,0,,0
A000346,U7773,2026-04-23T11:00:00+09:00,211.105.4.154,KR,FP_55165,0.011,7.5,0.97,11.8,False,0,0,,0
A000368,U2174,2026-04-23T11:00:00+09:00,211.165.59.180,KR,FP_73700,-0.015,21.6,0.9,0.5,False,0,0,,0
A000150,U3061,2026-04-16T16:00:00+09:00,211.188.136.42,KR,FP_95301,0.003,24.8,1.13,4.9,False,0,0,,0
A000222,U6526,2026-04-30T10:00:00+09:00,211.153.83.123,KR,FP_74278,0.075,11.4,1.14,2.3,False,0,0,,0
A000060,U5577,2026-04-09T18:00:00+09:00,211.141.5.97,KR,FP_11222,0.053,30.2,0.86,3.7,False,0,0,,0
A000924,U8888,2026-04-14T17:00:00+09:00,211.171.58.90,KR,FP_60139,0.698,131.8,1.78,92.9,True,1,70,mouse_jitter=132ms|rdp_latency=93ms|device_drift=0.70|immig_overseas,1
A000004,U5926,2026-04-19T12:00:00+09:00,211.35.23.116,KR,FP_37931,0.148,18.2,1.13,1.4,False,0,0,,0
A000204,U4509,2026-04-02T17:00:00+09:00,211.89.218.253,KR,FP_06146,0.167,15.9,0.83,0,False,0,0,,0
A000214,U8883,2026-04-21T09:00:00+09:00,211.17.38.24,KR,FP_00837,-0.032,30.1,1.04,12.8,False,0,0,,0
A000536,U2404,2026-04-22T11:00:00+09:00,211.231.149.199,KR,FP_80685,0.021,16.9,0.93,1.0,False,0,0,,0
A000549,U7318,2026-04-12T11:00:00+09:00,211.133.120.248,KR,FP_23700,0.08,5,0.95,6.8,False,0,0,,0
A000071,U3242,2026-04-14T10:00:00+09:00,211.115.76.136,KR,FP_18644,0.077,22.6,0.88,12.8,False,0,0,,0
A000981,U1705,2026-04-02T16:00:00+09:00,123.45.13.100,OVERSEAS,FP_62600,0.018,38.4,1.04,4.8,True,1,90,ip_overseas|immig_overseas,1
A000268,U3922,2026-04-16T15:00:00+09:00,211.57.123.255,KR,FP_83635,-0.001,13.2,1.58,2.9,False,0,0,,0
A000886,U4551,2026-04-30T11:00:00+09:00,211.138.26.127,KR,FP_27522,0.047,19.9,0.84,10.6,False,0,0,,0
A000320,U7956,2026-04-19T18:00:00+09:00,211.242.19.88,KR,FP_36100,-0.007,27.9,0.91,0.4,False,0,0,,0
A000087,U1122,2026-04-08T13:00:00+09:00,211.116.46.222,KR,FP_12904,0.055,5,1.1,6.8,False,0,0,,0
A000561,U7066,2026-04-07T18:00:00+09:00,211.54.226.132,KR,FP_13539,0.069,20.8,0.95,0,False,0,0,,0
A000434,U1578,2026-04-15T14:00:00+09:00,211.133.184.184,KR,FP_73447,-0.035,13.6,0.89,9.3,False,0,0,,0
A000019,U0888,2026-04-22T10:00:00+09:00,211.31.206.173,KR,FP_14323,0.05,26.5,0.8,6.7,False,0,0,,0
A000058,U8818,2026-04-25T16:00:00+09:00,211.238.223.137,KR,FP_42246,0.106,5,1.35,10.4,False,0,0,,0
A000616,U1549,2026-04-20T11:00:00+09:00,211.165.161.154,KR,FP_35581,0.02,6.0,1.22,8.7,False,0,0,,0
A000801,U9799,2026-04-15T14:00:00+09:00,211.68.142.162,KR,FP_84359,0.053,17.2,1.05,0.0,False,0,0,,0
A000848,U9932,2026-04-18T17:00:00+09:00,211.107.50.22,KR,FP_31078,0.077,21.3,1.09,2.3,False,0,0,,0
A000803,U3645,2026-04-20T15:00:00+09:00,211.164.93.226,KR,FP_82547,0.151,20.8,1.12,6.4,False,0,0,,0
A000383,U4128,2026-04-18T10:00:00+09:00,211.116.132.208,KR,FP_50861,0.001,23.1,0.92,9.5,False,0,0,,0
A000788,U6543,2026-04-28T12:00:00+09:00,211.203.19.5,KR,FP_32848,0.134,34.7,0.85,12.4,False,0,0,,0
A000082,U4892,2026-04-27T18:00:00+09:00,211.250.76.228,KR,FP_70593,0.005,20.9,1.02,0.1,False,0,0,,0
A000769,U0675,2026-04-15T17:00:00+09:00,211.172.218.230,KR,FP_61283,0.006,23.9,0.84,5.1,False,0,0,,0
A000387,U6457,2026-04-18T17:00:00+09:00,211.43.156.107,KR,FP_98081,0.046,5,1.1,15.6,False,0,0,,0
A000065,U0894,2026-04-18T13:00:00+09:00,211.64.251.52,KR,FP_01608,-0.0,14.9,0.88,6.2,False,0,0,,0
A000192,U1924,2026-04-21T13:00:00+09:00,211.188.113.112,KR,FP_17508,-0.005,21.5,1.19,4.7,False,0,0,,0
A000683,U3275,2026-04-16T16:00:00+09:00,211.198.243.137,KR,FP_73802,0.032,17.4,0.83,7.2,False,0,0,,0
A000358,U8056,2026-04-11T12:00:00+09:00,211.169.142.25,KR,FP_66445,0.062,34.1,0.88,7.1,False,0,0,,0
A000217,U7055,2026-04-26T11:00:00+09:00,211.54.49.76,KR,FP_31585,0.072,31.4,1.06,1.4,False,0,0,,0
A000053,U4052,2026-04-07T09:00:00+09:00,211.78.122.64,KR,FP_62071,0.019,8.7,1.06,12.6,False,0,0,,0
A000041,U3849,2026-04-22T13:00:00+09:00,211.115.101.75,KR,FP_03202,0.188,28.2,0.8,0,False,0,0,,0
A000375,U7641,2026-04-23T11:00:00+09:00,211.20.78.165,KR,FP_78235,0.16,27.3,0.8,0.1,False,0,0,,0
A000972,U3794,2026-04-25T12:00:00+09:00,123.45.37.226,OVERSEAS,FP_99067,0.161,16.2,1.14,6.4,True,1,90,ip_overseas|immig_overseas,1
A000951,U6629,2026-04-13T15:00:00+09:00,211.51.112.137,KR,FP_64904,0.698,119.5,2.18,84.4,True,1,80,mouse_jitter=119ms|key_burst=2.18|rdp_latency=84ms|device_drift=0.70|immig_overseas,1
A000263,U0133,2026-04-23T14:00:00+09:00,211.61.216.67,KR,FP_62614,0.094,24.2,0.99,2.7,False,0,0,,0
A000883,U8111,2026-04-22T17:00:00+09:00,211.38.84.224,KR,FP_98400,-0.014,19.3,0.8,9.3,False,0,0,,0
A000742,U9930,2026-04-07T09:00:00+09:00,211.100.202.56,KR,FP_36353,-0.003,15.1,0.8,2.7,False,0,0,,0
A000975,U2303,2026-04-29T09:00:00+09:00,172.217.97.106,OVERSEAS,FP_44658,0.082,34.9,1.24,1.2,True,1,90,ip_overseas|immig_overseas,1
A000884,U3391,2026-04-06T09:00:00+09:00,211.81.111.4,KR,FP_67214,-0.025,24.3,0.83,4.3,False,0,0,,0
A000929,U5213,2026-04-17T11:00:00+09:00,211.223.118.50,KR,FP_93065,0.643,118.9,2.32,79.6,True,1,80,mouse_jitter=119ms|key_burst=2.32|rdp_latency=80ms|device_drift=0.64|immig_overseas,1
A000652,U9510,2026-04-25T17:00:00+09:00,211.128.254.46,KR,FP_31206,-0.02,9.9,0.85,13.7,False,0,0,,0
A000824,U7280,2026-04-08T18:00:00+09:00,211.248.204.41,KR,FP_45657,-0.054,30.1,1.53,0,False,0,0,,0
A000255,U8429,2026-04-29T10:00:00+09:00,211.69.210.30,KR,FP_36350,0.067,16.1,1.1,2.2,False,0,0,,0
A000279,U1957,2026-04-17T09:00:00+09:00,211.91.114.23,KR,FP_52551,0.101,24.7,0.92,14.5,False,0,0,,0
A000489,U3727,2026-04-14T12:00:00+09:00,211.78.218.159,KR,FP_79347,0.02,31.0,1.03,7.6,False,0,0,,0
A000406,U6197,2026-04-13T11:00:00+09:00,211.55.8.103,KR,FP_68513,0.088,10.9,0.9,6.4,False,0,0,,0
A000523,U5115,2026-04-21T12:00:00+09:00,211.164.102.98,KR,FP_37561,0.043,28.6,0.91,5.9,False,0,0,,0
A000557,U1996,2026-04-23T10:00:00+09:00,211.44.66.192,KR,FP_86035,0.056,5.6,1.04,2.0,False,0,0,,0
A000107,U7406,2026-04-17T12:00:00+09:00,211.22.154.234,KR,FP_84324,0.067,19.2,0.8,5.7,False,0,0,,0
A000353,U7836,2026-04-26T15:00:00+09:00,211.85.57.67,KR,FP_91249,0.029,5,1.05,3.1,False,0,0,,0
A000985,U9931,2026-04-13T16:00:00+09:00,203.0.227.154,OVERSEAS,FP_32795,0.081,17.4,0.9,0,True,1,90,ip_overseas|immig_overseas,1
A000002,U9655,2026-04-09T09:00:00+09:00,211.81.216.174,KR,FP_36422,0.12,40.8,0.95,6.9,False,0,0,,0
A000861,U8653,2026-04-22T18:00:00+09:00,211.21.229.86,KR,FP_88411,0.127,12.8,1.1,3.2,False,0,0,,0
A000765,U8328,2026-04-19T16:00:00+09:00,211.107.41.240,KR,FP_86967,0.027,16.0,0.8,11.7,False,0,0,,0
A000306,U6324,2026-04-15T15:00:00+09:00,211.85.211.252,KR,FP_49639,0.021,27.8,1.17,0,False,0,0,,0
A000779,U8006,2026-04-01T11:00:00+09:00,211.101.35.197,KR,FP_37201,0.061,28.0,0.8,4.2,False,0,0,,0
A000352,U4396,2026-04-29T10:00:00+09:00,211.190.175.93,KR,FP_14921,-0.054,34.9,0.97,9.9,False,0,0,,0
A000164,U9450,2026-04-09T12:00:00+09:00,211.213.15.254,KR,FP_82204,-0.019,16.0,0.95,8.5,False,0,0,,0
A000018,U3982,2026-04-26T16:00:00+09:00,211.208.97.48,KR,FP_12705,0.025,12.1,0.8,10.3,False,0,0,,0
A000077,U0019,2026-04-22T17:00:00+09:00,211.236.211.27,KR,FP_24587,-0.019,18.4,0.8,5.1,False,0,0,,0
A000427,U9413,2026-04-28T13:00:00+09:00,211.251.93.143,KR,FP_52151,0.061,32.9,1.34,8.0,False,0,0,,0
A000776,U5811,2026-04-11T12:00:00+09:00,211.214.217.206,KR,FP_99988,0.061,7.8,0.98,6.0,False,0,0,,0
A000379,U0654,2026-04-22T14:00:00+09:00,211.195.58.197,KR,FP_33632,0.011,18.0,1.32,0.1,False,0,0,,0
A000666,U7434,2026-04-27T16:00:00+09:00,211.60.114.104,KR,FP_24976,0.136,13.9,0.97,13.2,False,0,0,,0
A000210,U5887,2026-04-10T13:00:00+09:00,211.184.254.238,KR,FP_12925,0.076,5,1.01,0.6,False,0,0,,0
A000863,U4093,2026-04-27T17:00:00+09:00,211.60.148.153,KR,FP_63325,0.041,26.7,0.98,0,False,0,0,,0
A000252,U7232,2026-04-18T12:00:00+09:00,211.217.52.126,KR,FP_39022,0.059,18.2,0.97,14.9,False,0,0,,0
A000392,U7146,2026-04-09T14:00:00+09:00,211.68.169.245,KR,FP_60667,-0.031,25.8,0.9,5.2,False,0,0,,0
A000030,U7008,2026-04-18T09:00:00+09:00,211.57.38.76,KR,FP_71512,0.097,22.2,0.8,3.3,False,0,0,,0
A000743,U9269,2026-04-22T18:00:00+09:00,211.89.33.65,KR,FP_97777,0.086,23.1,0.87,3.5,False,0,0,,0
A000679,U7440,2026-04-21T13:00:00+09:00,211.2.168.22,KR,FP_86006,0.011,12.4,1.79,0,False,0,0,,0
A000290,U3642,2026-04-05T12:00:00+09:00,211.205.190.43,KR,FP_76327,-0.046,8.5,1.61,12.8,False,0,0,,0
A000490,U8870,2026-04-22T12:00:00+09:00,211.70.158.69,KR,FP_56370,0.186,19.3,1.28,14.2,False,0,0,,0
A000590,U4421,2026-04-23T18:00:00+09:00,211.106.41.171,KR,FP_96438,0.105,15.0,1.16,2.5,False,0,0,,0
A000627,U7487,2026-04-20T13:00:00+09:00,211.227.115.208,KR,FP_38089,0.103,19.0,1.26,0,False,0,0,,0
A000242,U3997,2026-04-17T11:00:00+09:00,211.81.169.218,KR,FP_60563,0.056,30.1,1.11,11.6,False,0,0,,0
A000654,U9659,2026-04-02T16:00:00+09:00,211.191.57.162,KR,FP_71532,-0.017,27.0,1.4,2.7,False,0,0,,0
A000613,U1094,2026-04-20T14:00:00+09:00,211.246.223.132,KR,FP_82313,-0.003,5,1.08,0.6,False,0,0,,0
A000206,U2366,2026-04-26T16:00:00+09:00,211.29.211.213,KR,FP_73045,0.001,18.1,0.99,9.5,False,0,0,,0
A000072,U9326,2026-04-30T13:00:00+09:00,211.224.63.239,KR,FP_90267,0.033,29.6,0.97,11.2,False,0,0,,0
A000568,U5559,2026-04-02T14:00:00+09:00,211.21.207.60,KR,FP_27746,0.076,6.1,0.8,6.9,False,0,0,,0
A000127,U9690,2026-04-02T14:00:00+09:00,211.37.158.236,KR,FP_59234,0.097,22.2,0.93,12.0,False,0,0,,0
A000303,U2087,2026-04-06T09:00:00+09:00,211.200.16.93,KR,FP_78957,0.012,36.5,0.8,0.4,False,0,0,,0
A000778,U1780,2026-04-11T18:00:00+09:00,211.231.155.47,KR,FP_22469,0.1,27.7,1.3,6.5,False,0,0,,0
A000592,U3355,2026-04-05T14:00:00+09:00,211.122.58.244,KR,FP_96650,0.111,15.1,1.13,4.1,False,0,0,,0
A000967,U2019,2026-04-14T11:00:00+09:00,211.11.94.72,KR,FP_97597,0.63,105.6,2.65,156.1,True,1,80,mouse_jitter=106ms|key_burst=2.65|rdp_latency=156ms|device_drift=0.63|immig_overseas,1
A000106,U2855,2026-04-09T09:00:00+09:00,211.64.215.58,KR,FP_97736,0.1,24.2,0.83,10.1,False,0,0,,0
A000553,U6259,2026-04-22T14:00:00+09:00,211.21.49.181,KR,FP_56596,-0.006,10.7,0.98,8.9,False,0,0,,0
A000287,U7405,2026-04-10T16:00:00+09:00,211.135.61.46,KR,FP_20659,0.065,12.0,0.92,0,False,0,0,,0
A000048,U7815,2026-04-01T14:00:00+09:00,211.152.199.214,KR,FP_70546,0.049,7.4,0.89,2.9,False,0,0,,0
A000811,U5712,2026-04-17T16:00:00+09:00,211.188.29.197,KR,FP_55580,0.047,12.6,1.36,7.0,False,0,0,,0
A000726,U8714,2026-04-06T09:00:00+09:00,211.140.105.125,KR,FP_92487,0.085,8.8,1.21,8.1,False,0,0,,0
A000414,U9021,2026-04-20T09:00:00+09:00,211.82.199.2,KR,FP_11940,0.075,9.9,0.93,3.7,False,0,0,,0
A000073,U7173,2026-04-03T18:00:00+09:00,211.20.221.165,KR,FP_79130,0.05,24.4,1.37,2.7,False,0,0,,0
A000608,U4729,2026-04-06T15:00:00+09:00,211.212.71.44,KR,FP_18828,0.065,30.9,1.4,0,False,0,0,,0
A000159,U9039,2026-04-05T18:00:00+09:00,211.44.33.158,KR,FP_52188,0.13,20.0,0.8,3.6,False,0,0,,0
A000329,U2168,2026-04-21T11:00:00+09:00,211.4.114.129,KR,FP_79737,0.064,12.0,1.28,3.5,False,0,0,,0
A000954,U1539,2026-04-04T13:00:00+09:00,211.171.231.251,KR,FP_96314,0.827,124.0,1.99,102.8,True,1,80,mouse_jitter=124ms|key_burst=1.99|rdp_latency=103ms|device_drift=0.83|immig_overseas,1
A000764,U4007,2026-04-30T09:00:00+09:00,211.96.150.76,KR,FP_42950,0.051,34.1,0.98,7.6,False,0,0,,0
A000244,U1026,2026-04-19T10:00:00+09:00,211.95.187.166,KR,FP_25831,0.012,22.1,1.16,0.3,False,0,0,,0
A000189,U6644,2026-04-27T15:00:00+09:00,211.167.44.205,KR,FP_87721,0.167,36.0,0.8,6.7,False,0,0,,0
A000228,U5316,2026-04-28T15:00:00+09:00,211.6.149.211,KR,FP_50830,0.065,5,0.8,0,False,0,0,,0
A000714,U7425,2026-04-11T12:00:00+09:00,211.119.179.153,KR,FP_37295,0.004,5,0.9,3.8,False,0,0,,0
A000394,U8310,2026-04-21T09:00:00+09:00,211.207.108.18,KR,FP_72299,0.043,41.1,0.8,3.2,False,0,0,,0
A000804,U2319,2026-04-07T11:00:00+09:00,211.46.88.104,KR,FP_30974,-0.003,19.5,0.88,5.6,False,0,0,,0
A000025,U5148,2026-04-08T13:00:00+09:00,211.202.67.153,KR,FP_59930,0.016,35.3,1.2,7.4,False,0,0,,0
A000792,U1685,2026-04-13T13:00:00+09:00,211.227.26.2,KR,FP_06379,0.062,5,1.17,2.9,False,0,0,,0
A000463,U8616,2026-04-20T18:00:00+09:00,211.131.25.187,KR,FP_28931,0.035,17.6,1.12,3.5,False,0,0,,0
A000873,U3251,2026-04-16T10:00:00+09:00,211.92.96.76,KR,FP_30066,0.087,27.0,0.98,8.2,False,0,0,,0
A000381,U2743,2026-04-25T17:00:00+09:00,211.3.33.107,KR,FP_87863,0.026,15.0,0.85,0,False,0,0,,0
A000403,U0707,2026-04-05T18:00:00+09:00,211.82.68.20,KR,FP_75009,0.068,24.8,1.21,2.2,False,0,0,,0
A000699,U5903,2026-04-26T16:00:00+09:00,211.82.106.144,KR,FP_90532,0.05,5.2,1.09,7.4,False,0,0,,0
A000017,U5414,2026-04-03T17:00:00+09:00,211.121.142.248,KR,FP_28081,-0.028,16.1,1.19,0.6,False,0,0,,0
A000391,U9572,2026-04-05T18:00:00+09:00,211.186.161.219,KR,FP_22104,0.088,20.2,1.06,13.1,False,0,0,,0
A000943,U6127,2026-04-20T10:00:00+09:00,211.14.114.24,KR,FP_01363,0.359,137.0,2.3,125.4,True,1,70,mouse_jitter=137ms|key_burst=2.30|rdp_latency=125ms|immig_overseas,1
A000518,U8754,2026-04-27T11:00:00+09:00,211.199.95.59,KR,FP_98506,0.015,38.4,0.96,1.1,False,0,0,,0
A000799,U3809,2026-04-17T18:00:00+09:00,211.6.119.10,KR,FP_80787,0.051,14.9,1.02,10.3,False,0,0,,0
A000494,U9908,2026-04-16T14:00:00+09:00,211.94.198.251,KR,FP_62109,0.071,25.0,1.33,6.7,False,0,0,,0
A000745,U0850,2026-04-28T14:00:00+09:00,211.221.208.140,KR,FP_15954,0.026,9.9,0.8,11.4,False,0,0,,0
A000416,U2872,2026-04-21T16:00:00+09:00,211.224.5.103,KR,FP_86100,0.105,14.9,1.12,13.2,False,0,0,,0
A000740,U6337,2026-04-06T09:00:00+09:00,211.63.236.189,KR,FP_25296,0.017,22.4,1.16,5.5,False,0,0,,0
A000095,U6808,2026-04-06T12:00:00+09:00,211.67.187.139,KR,FP_21568,0.046,38.6,0.8,6.0,False,0,0,,0
A000439,U1312,2026-04-07T11:00:00+09:00,211.203.52.48,KR,FP_08362,0.102,15.6,1.32,7.8,False,0,0,,0
A000298,U9693,2026-04-01T14:00:00+09:00,211.72.96.252,KR,FP_71058,0.029,30.8,1.12,7.0,False,0,0,,0
A000708,U6581,2026-04-25T11:00:00+09:00,211.222.31.201,KR,FP_99509,0.16,25.2,1.15,10.3,False,0,0,,0
A000482,U3340,2026-04-18T17:00:00+09:00,211.132.247.72,KR,FP_91105,0.047,18.2,0.8,1.3,False,0,0,,0
A000270,U0226,2026-04-09T12:00:00+09:00,211.20.30.203,KR,FP_66403,0.032,35.4,1.02,0,False,0,0,,0
A000907,U6941,2026-04-22T16:00:00+09:00,211.132.156.116,KR,FP_55532,0.84,136.6,2.26,184.6,True,1,80,mouse_jitter=137ms|key_burst=2.26|rdp_latency=185ms|device_drift=0.84|immig_overseas,1
A000207,U1296,2026-04-30T16:00:00+09:00,211.189.47.97,KR,FP_06756,0.041,34.9,0.8,0,False,0,0,,0
A000469,U7055,2026-04-27T14:00:00+09:00,211.123.109.192,KR,FP_72121,0.084,16.6,1.21,3.7,False,0,0,,0
A000942,U6801,2026-04-24T13:00:00+09:00,211.140.162.177,KR,FP_52474,0.376,135.3,2.06,67.8,True,1,70,mouse_jitter=135ms|key_burst=2.06|rdp_latency=68ms|immig_overseas,1
A000309,U2704,2026-04-20T15:00:00+09:00,211.80.27.51,KR,FP_43398,0.059,26.2,0.9,0,False,0,0,,0
A000023,U5139,2026-04-02T09:00:00+09:00,211.244.80.29,KR,FP_66563,0.078,23.1,0.8,0.8,False,0,0,,0
A000524,U2447,2026-04-06T13:00:00+09:00,211.58.7.52,KR,FP_27077,-0.011,16.7,0.94,16.9,False,0,0,,0
A000622,U1582,2026-04-26T10:00:00+09:00,211.105.102.94,KR,FP_87897,0.037,23.5,1.27,0,False,0,0,,0
A000331,U1677,2026-04-01T17:00:00+09:00,211.191.144.152,KR,FP_89708,0.064,22.3,1.29,4.5,False,0,0,,0
A000319,U6791,2026-04-05T11:00:00+09:00,211.51.54.51,KR,FP_37499,0.119,5,1.11,2.3,False,0,0,,0
A000198,U6888,2026-04-12T15:00:00+09:00,211.229.193.192,KR,FP_10519,0.02,6.6,0.8,3.2,False,0,0,,0
A000624,U4618,2026-04-06T17:00:00+09:00,211.2.50.109,KR,FP_66086,0.084,10.9,0.96,2.0,False,0,0,,0
A000097,U9132,2026-04-12T10:00:00+09:00,211.202.7.135,KR,FP_70330,0.084,26.7,1.0,1.1,False,0,0,,0
A000702,U4225,2026-04-11T14:00:00+09:00,211.23.136.77,KR,FP_90458,0.098,10.3,1.05,6.0,False,0,0,,0
A000914,U1117,2026-04-09T18:00:00+09:00,211.186.180.45,KR,FP_09324,0.681,130.2,1.76,116.2,True,1,70,mouse_jitter=130ms|rdp_latency=116ms|device_drift=0.68|immig_overseas,1
A000961,U2281,2026-04-22T12:00:00+09:00,211.128.69.213,KR,FP_72652,0.612,131.9,2.69,128.0,True,1,80,mouse_jitter=132ms|key_burst=2.69|rdp_latency=128ms|device_drift=0.61|immig_overseas,1
A000425,U3272,2026-04-08T12:00:00+09:00,211.135.105.117,KR,FP_26578,0.098,5,0.8,11.8,False,0,0,,0
A000516,U2546,2026-04-21T16:00:00+09:00,211.171.236.211,KR,FP_97333,0.107,24.2,0.8,2.0,False,0,0,,0
A000882,U2736,2026-04-20T13:00:00+09:00,211.66.148.23,KR,FP_74210,0.174,30.0,1.13,13.5,False,0,0,,0
A000959,U0011,2026-04-02T13:00:00+09:00,211.70.179.145,KR,FP_65798,0.594,121.5,2.07,96.9,True,1,70,mouse_jitter=122ms|key_burst=2.07|rdp_latency=97ms|immig_overseas,1
A000086,U6513,2026-04-21T10:00:00+09:00,211.168.194.162,KR,FP_82156,0.034,5,1.04,4.0,False,0,0,,0
A000276,U0909,2026-04-16T18:00:00+09:00,211.85.188.80,KR,FP_33439,0.065,5,0.95,2.8,False,0,0,,0
A000697,U8107,2026-04-20T14:00:00+09:00,211.229.223.10,KR,FP_21147,0.042,26.3,0.92,8.0,False,0,0,,0
A000410,U4224,2026-04-07T09:00:00+09:00,211.3.60.3,KR,FP_49156,0.007,7.4,0.92,9.3,False,0,0,,0
A000386,U8942,2026-04-10T11:00:00+09:00,211.152.191.5,KR,FP_72552,0.069,16.1,1.25,6.7,False,0,0,,0
A000126,U8096,2026-04-15T18:00:00+09:00,211.229.165.161,KR,FP_19787,-0.002,24.2,0.8,0,False,0,0,,0
A000278,U0580,2026-04-18T15:00:00+09:00,211.114.164.127,KR,FP_54560,0.088,15.6,1.12,0,False,0,0,,0
A000966,U3348,2026-04-04T16:00:00+09:00,211.12.227.200,KR,FP_07295,0.511,114.5,1.86,80.4,True,1,70,mouse_jitter=114ms|key_burst=1.86|rdp_latency=80ms|immig_overseas,1
A000651,U5955,2026-04-22T10:00:00+09:00,211.203.71.120,KR,FP_14672,-0.003,14.9,1.21,10.1,False,0,0,,0
A000949,U1378,2026-04-12T15:00:00+09:00,211.108.77.203,KR,FP_65824,0.663,51.9,2.38,98.2,True,1,65,key_burst=2.38|rdp_latency=98ms|device_drift=0.66|immig_overseas,1
A000898,U1842,2026-04-16T11:00:00+09:00,211.56.114.52,KR,FP_36938,0.007,30.8,1.33,12.7,False,0,0,,0
A000308,U2788,2026-04-29T15:00:00+09:00,211.82.38.47,KR,FP_44296,-0.007,12.3,0.95,5.1,False,0,0,,0
A000698,U3600,2026-04-19T14:00:00+09:00,211.239.67.150,KR,FP_94765,0.02,5,1.15,0,False,0,0,,0
A000587,U1606,2026-04-15T16:00:00+09:00,211.123.42.6,KR,FP_90854,0.036,5,1.11,8.1,False,0,0,,0
A000043,U1747,2026-04-25T15:00:00+09:00,211.112.90.237,KR,FP_06583,-0.054,12.1,1.08,6.8,False,0,0,,0
A000667,U6260,2026-04-05T15:00:00+09:00,211.105.110.144,KR,FP_95252,0.027,10.7,0.91,6.5,False,0,0,,0
A000643,U3701,2026-04-20T10:00:00+09:00,211.48.172.139,KR,FP_08818,-0.006,15.0,0.83,7.0,False,0,0,,0
A000513,U3397,2026-04-26T18:00:00+09:00,211.212.211.23,KR,FP_43751,-0.003,34.7,1.07,12.0,False,0,0,,0
A000104,U9081,2026-04-07T18:00:00+09:00,211.110.119.168,KR,FP_19341,0.066,6.9,0.9,19.2,False,0,0,,0
A000539,U6460,2026-04-21T14:00:00+09:00,211.195.207.195,KR,FP_57042,-0.021,15.9,0.87,5.5,False,0,0,,0
A000601,U0569,2026-04-22T14:00:00+09:00,211.176.75.190,KR,FP_58777,0.021,18.5,0.86,15.7,False,0,0,,0
A000715,U6188,2026-04-17T12:00:00+09:00,211.53.167.98,KR,FP_47353,0.023,21.6,0.82,7.3,False,0,0,,0
A000013,U0010,2026-04-20T14:00:00+09:00,211.250.9.57,KR,FP_47577,0.118,7.0,0.98,6.6,False,0,0,,0
A000254,U3391,2026-04-26T09:00:00+09:00,211.179.143.86,KR,FP_42422,0.091,18.9,0.8,0,False,0,0,,0
A000595,U7502,2026-04-03T10:00:00+09:00,211.200.91.147,KR,FP_10086,0.081,25.1,0.92,0,False,0,0,,0
A000632,U0487,2026-04-04T09:00:00+09:00,211.34.255.13,KR,FP_23475,-0.006,30.1,1.16,10.7,False,0,0,,0
A000423,U6758,2026-04-12T17:00:00+09:00,211.4.134.127,KR,FP_37656,0.112,28.3,1.03,3.2,False,0,0,,0
A000339,U0078,2026-04-15T13:00:00+09:00,211.107.86.81,KR,FP_64170,0.069,5,1.15,8.9,False,0,0,,0
A000382,U3369,2026-04-18T15:00:00+09:00,211.36.78.12,KR,FP_60192,0.047,17.3,1.11,6.4,False,0,0,,0
A000165,U6654,2026-04-10T16:00:00+09:00,211.37.30.80,KR,FP_57620,0.002,25.7,0.94,7.3,False,0,0,,0
A000635,U2898,2026-04-18T13:00:00+09:00,211.84.251.220,KR,FP_17628,0.031,29.2,1.02,0,False,0,0,,0
A000234,U9704,2026-04-18T11:00:00+09:00,211.13.236.107,KR,FP_57470,0.078,5,1.35,9.1,False,0,0,,0
A000405,U6731,2026-04-20T11:00:00+09:00,211.93.135.85,KR,FP_94921,0.005,5,0.94,3.9,False,0,0,,0
A000923,U3542,2026-04-12T12:00:00+09:00,211.97.7.189,KR,FP_47684,0.802,109.2,2.12,114.7,True,1,80,mouse_jitter=109ms|key_burst=2.12|rdp_latency=115ms|device_drift=0.80|immig_overseas,1
A000737,U4283,2026-04-25T16:00:00+09:00,211.139.125.164,KR,FP_44779,0.081,44.5,0.8,14.8,False,0,0,,0
A000696,U7994,2026-04-08T09:00:00+09:00,211.9.216.161,KR,FP_72517,0.147,28.2,0.8,7.8,False,0,0,,0
A000878,U2135,2026-04-11T14:00:00+09:00,211.185.190.121,KR,FP_85230,0.039,33.1,1.08,6.2,False,0,0,,0
A000957,U5625,2026-04-27T18:00:00+09:00,211.62.221.232,KR,FP_74274,0.997,104.9,1.93,169.8,True,1,80,mouse_jitter=105ms|key_burst=1.93|rdp_latency=170ms|device_drift=1.00|immig_overseas,1
A000808,U5012,2026-04-15T13:00:00+09:00,211.192.246.36,KR,FP_43678,0.087,28.5,1.07,7.7,False,0,0,,0
