apply_id,user_hash,apply_ts,ip,ip_country,device_fp,device_drift,mouse_jitter_ms,key_burst_ratio,rdp_latency_ms,immig_overseas,prev_in_defaulter,separation_voluntary,device_changed,tz_changed,apply_count_6m,loss_retroactive_days,training_ip_overseas,region_surge_pct,label,risk_score,reasons,pred_p25
A000474,U8732,2026-04-20T13:00:00+09:00,211.232.1.218,KR,FP_84013,0.016,7.2,1.11,1.5,False,False,False,False,False,0,0,False,-10.873334381572949,0,0,,0
A000838,U9714,2026-04-20T12:00:00+09:00,211.127.250.240,KR,FP_02543,0.01,39.0,0.92,6.9,False,False,False,False,False,1,2,False,-1.097064508957944,0,0,,0
A000708,U6137,2026-04-15T10:00:00+09:00,211.126.157.97,KR,FP_97965,0.051,14.7,1.3,7.6,False,False,True,False,False,0,-2,False,-0.9516554914174226,0,0,,0
A000923,U8657,2026-04-01T11:00:00+09:00,211.10.167.214,KR,FP_74443,0.655,91.5,1.66,107.4,True,True,True,True,False,1,-20,False,15.001026917664653,1,100,mouse_jitter=91ms|rdp_latency=107ms|device_drift=0.65|L5E:체불사업장_자의퇴직위장|L5D:device_변경|L5F:상실소급_20일|L5B:immig_overseas,1
A000021,U6659,2026-04-20T11:00:00+09:00,211.121.83.90,KR,FP_54041,-0.052,36.1,1.05,0,False,False,False,False,False,0,3,False,20.0990094709114,0,0,,0
A000240,U2537,2026-04-02T11:00:00+09:00,211.165.26.154,KR,FP_64298,0.066,7.8,1.28,8.5,False,False,False,False,False,0,-2,False,-10.719043585196612,0,0,,0
A000910,U0665,2026-04-08T16:00:00+09:00,211.122.203.1,KR,FP_56363,0.737,72.4,2.02,104.3,True,True,True,False,True,4,-23,True,3.956173186654375,1,100,mouse_jitter=72ms|key_burst=2.02|rdp_latency=104ms|device_drift=0.74|L5E:체불사업장_자의퇴직위장|L5D:tz_변경|L5D:반복신청_4회|L5F:상실소급_23일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000204,U1731,2026-04-19T10:00:00+09:00,211.146.176.210,KR,FP_34621,0.007,27.7,0.96,4.1,False,False,True,False,False,0,-3,False,-16.300614441999667,0,0,,0
A000738,U7907,2026-04-07T13:00:00+09:00,211.49.168.37,KR,FP_60063,0.097,13.1,1.01,8.9,False,False,False,False,False,0,1,False,-0.42708357953325926,0,0,,0
A000734,U6379,2026-04-18T17:00:00+09:00,211.98.82.234,KR,FP_48374,0.044,12.7,0.8,6.4,False,False,True,False,False,0,1,False,-7.276053565179358,0,0,,0
A000857,U5693,2026-04-25T13:00:00+09:00,211.75.253.208,KR,FP_47230,0.082,24.1,0.98,4.9,False,False,False,False,False,0,2,False,5.441035277265184,0,0,,0
A000228,U8284,2026-04-28T16:00:00+09:00,211.253.84.38,KR,FP_98492,0.013,20.4,1.06,4.7,False,False,False,False,False,0,0,False,-12.252499007384777,0,0,,0
A000931,U6088,2026-04-02T18:00:00+09:00,211.13.76.180,KR,FP_41006,0.685,104.1,2.3,85.3,True,True,True,True,False,3,-11,True,-7.3897788018215484,1,100,mouse_jitter=104ms|key_burst=2.30|rdp_latency=85ms|device_drift=0.68|L5E:체불사업장_자의퇴직위장|L5D:device_변경|L5D:반복신청_3회|L5F:상실지연_11일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000144,U1205,2026-04-03T13:00:00+09:00,211.78.194.78,KR,FP_96949,0.014,26.0,1.4,11.5,False,False,False,False,False,0,0,False,-12.0693442245712,0,0,,0
A000424,U4637,2026-04-24T12:00:00+09:00,211.214.92.209,KR,FP_19130,0.184,24.9,1.02,10.5,False,False,False,False,False,0,0,False,5.91828629020857,0,0,,0
A000046,U2719,2026-04-26T13:00:00+09:00,211.147.224.63,KR,FP_61434,0.021,5.6,1.22,2.9,False,False,True,True,False,0,-1,False,-1.8202110768886497,0,18,L5D:device_변경,0
A000927,U3346,2026-04-12T13:00:00+09:00,211.221.78.32,KR,FP_20850,0.492,72.5,2.1,87.6,True,False,False,False,False,4,-14,False,8.751759948253127,1,92,mouse_jitter=73ms|key_burst=2.10|rdp_latency=88ms|L5D:반복신청_4회|L5F:상실지연_14일|L5B:immig_overseas,1
A000153,U2322,2026-04-12T13:00:00+09:00,211.175.233.105,KR,FP_68304,0.129,8.7,1.02,0,False,False,False,False,False,0,3,False,5.852017686785786,0,0,,0
A000940,U2584,2026-04-07T18:00:00+09:00,211.75.37.122,KR,FP_59152,0.668,154.6,2.12,109.7,True,True,True,True,True,2,-29,False,-13.845559549622932,1,100,mouse_jitter=155ms|key_burst=2.12|rdp_latency=110ms|device_drift=0.67|L5E:체불사업장_자의퇴직위장|L5D:device+tz_변경|L5F:상실소급_29일|L5B:immig_overseas,1
A000582,U2844,2026-04-17T11:00:00+09:00,211.5.202.216,KR,FP_89117,0.102,16.5,0.96,1.2,False,False,False,False,False,1,-1,False,11.968947535770278,0,0,,0
A000946,U4665,2026-04-27T09:00:00+09:00,211.176.208.60,KR,FP_18673,0.513,80.9,2.13,78.4,True,True,True,True,False,3,-15,True,-4.751736221724655,1,100,mouse_jitter=81ms|key_burst=2.13|rdp_latency=78ms|L5E:체불사업장_자의퇴직위장|L5D:device_변경|L5D:반복신청_3회|L5F:상실소급_15일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000037,U0208,2026-04-28T15:00:00+09:00,211.250.54.221,KR,FP_47473,0.08,7.6,0.8,3.6,False,False,False,False,False,1,1,False,-10.311432003003656,0,0,,0
A000357,U7834,2026-04-14T15:00:00+09:00,211.35.115.1,KR,FP_50388,-0.033,37.7,0.9,0,False,False,False,False,False,0,2,False,1.4553174406031326,0,0,,0
A000430,U4470,2026-04-19T18:00:00+09:00,211.108.2.92,KR,FP_54581,0.083,16.4,0.91,5.0,False,False,False,False,False,0,-1,False,-20.72397725480991,0,0,,0
A000216,U2955,2026-04-25T10:00:00+09:00,211.249.170.90,KR,FP_41080,0.047,19.3,0.95,13.4,False,False,False,False,False,0,-3,False,7.3292774487966215,0,0,,0
A000660,U9974,2026-04-25T14:00:00+09:00,211.134.110.14,KR,FP_44689,0.039,6.2,1.23,0,False,False,False,False,False,0,2,False,7.502442915080194,0,0,,0
A000221,U1655,2026-04-22T17:00:00+09:00,211.138.70.214,KR,FP_13752,0.019,6.2,0.98,3.2,False,False,False,False,False,1,-2,False,17.15833606486061,0,0,,0
A000223,U8384,2026-04-03T10:00:00+09:00,211.131.118.233,KR,FP_38801,0.055,19.7,1.06,8.9,False,False,False,False,False,0,-3,False,-18.776535973518,0,0,,0
A000476,U3226,2026-04-06T14:00:00+09:00,211.159.32.49,KR,FP_03654,-0.04,22.3,0.8,1.1,False,False,False,False,False,0,-1,False,9.201620412818329,0,0,,0
A000010,U3296,2026-04-23T13:00:00+09:00,211.204.191.224,KR,FP_67840,0.014,22.3,1.04,5.4,False,False,False,True,False,0,-3,False,2.8651602798177054,0,18,L5D:device_변경,0
A000932,U7683,2026-04-02T17:00:00+09:00,211.222.239.13,KR,FP_05787,0.132,117.6,1.51,124.7,True,True,True,True,True,3,-25,True,5.727252724343169,1,100,mouse_jitter=118ms|rdp_latency=125ms|L5E:체불사업장_자의퇴직위장|L5D:device+tz_변경|L5D:반복신청_3회|L5F:상실소급_25일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000038,U7922,2026-04-15T15:00:00+09:00,211.137.165.125,KR,FP_11360,0.04,30.8,1.0,0,False,False,False,False,False,0,0,False,4.215763724924534,0,0,,0
A000224,U1557,2026-04-28T09:00:00+09:00,211.4.70.87,KR,FP_43079,0.016,28.4,0.8,0,False,False,False,False,False,0,0,False,-1.3500317841751261,0,0,,0
A000805,U5075,2026-04-07T13:00:00+09:00,211.209.5.212,KR,FP_54217,-0.054,6.2,1.27,8.2,False,False,True,False,False,0,3,False,16.14074796245228,0,0,,0
A000496,U7779,2026-04-04T14:00:00+09:00,211.231.155.47,KR,FP_22469,0.1,27.7,1.3,6.5,False,False,False,False,False,2,-1,False,2.2695805015684876,0,0,,0
A000625,U1789,2026-04-22T09:00:00+09:00,211.127.56.112,KR,FP_15098,0.012,22.5,1.02,4.8,False,False,False,False,False,0,0,False,3.67189449469189,0,0,,0
A000142,U1261,2026-04-10T11:00:00+09:00,211.123.199.169,KR,FP_50312,0.051,14.5,1.32,4.4,False,False,False,False,False,0,3,False,12.107267691498045,0,0,,0
A000918,U0276,2026-04-16T12:00:00+09:00,211.64.86.122,KR,FP_53466,0.91,115.4,2.43,163.1,True,True,True,False,True,3,-27,False,-7.510261580603732,1,100,mouse_jitter=115ms|key_burst=2.43|rdp_latency=163ms|device_drift=0.91|L5E:체불사업장_자의퇴직위장|L5D:tz_변경|L5D:반복신청_3회|L5F:상실소급_27일|L5B:immig_overseas,1
A000488,U1063,2026-04-06T17:00:00+09:00,211.198.191.255,KR,FP_68013,0.007,22.0,0.8,10.5,False,False,False,False,False,0,3,False,-2.3595072491327205,0,0,,0
A000093,U6398,2026-04-28T16:00:00+09:00,211.22.198.191,KR,FP_33247,0.045,19.8,0.81,8.4,False,False,True,False,False,0,-2,False,3.059503025199805,0,0,,0
A000206,U7260,2026-04-25T14:00:00+09:00,211.137.213.45,KR,FP_24634,-0.053,27.9,0.81,8.2,False,False,False,False,False,0,-3,False,-4.454809166727252,0,0,,0
A000538,U6261,2026-04-09T16:00:00+09:00,211.188.5.61,KR,FP_15287,0.1,25.8,0.88,0,False,True,False,False,False,0,2,False,11.109202107219417,0,20,L5E:체불사업장이직,0
A000748,U7262,2026-04-11T17:00:00+09:00,211.93.99.55,KR,FP_99989,0.055,28.5,0.88,13.0,False,False,False,False,False,0,2,False,3.290265083202739,0,0,,0
A000101,U9012,2026-04-18T13:00:00+09:00,211.153.80.89,KR,FP_47382,-0.018,14.9,0.99,5.8,False,False,True,False,False,0,3,False,5.211081517467497,0,0,,0
A000885,U6300,2026-04-28T18:00:00+09:00,211.194.11.139,KR,FP_26887,0.079,28.6,0.84,6.5,False,False,False,False,False,1,1,False,-11.808647353834418,0,0,,0
A000017,U1639,2026-04-03T17:00:00+09:00,211.109.135.67,KR,FP_45746,0.097,35.1,0.8,3.0,False,False,False,False,False,2,2,False,4.283365383682873,0,0,,0
A000763,U6227,2026-04-26T15:00:00+09:00,211.204.51.181,KR,FP_47238,0.047,37.9,0.87,0,False,False,False,False,False,0,0,False,7.801457095270367,0,0,,0
A000987,U6979,2026-04-23T15:00:00+09:00,104.16.223.201,OVERSEAS,FP_26813,0.068,20.8,1.01,7.4,True,False,False,False,False,1,0,True,14.15196604686265,1,100,ip_overseas|L5C:훈련_해외IP|L5B:immig_overseas,1
A000803,U3515,2026-04-04T16:00:00+09:00,211.95.113.163,KR,FP_09564,0.106,17.4,0.8,0,False,False,False,False,False,0,-1,False,-5.9566020967699895,0,0,,0
A000941,U2111,2026-04-14T09:00:00+09:00,211.21.98.28,KR,FP_68192,0.731,107.0,1.97,120.6,True,False,False,False,True,2,-14,False,8.188057571360252,1,100,mouse_jitter=107ms|key_burst=1.97|rdp_latency=121ms|device_drift=0.73|L5D:tz_변경|L5F:상실지연_14일|L5B:immig_overseas,1
A000158,U8023,2026-04-10T11:00:00+09:00,211.95.161.230,KR,FP_81188,0.095,23.1,1.11,5.2,False,False,False,False,False,0,2,False,-15.716370184382878,0,0,,0
A000457,U2669,2026-04-05T17:00:00+09:00,211.65.248.234,KR,FP_16959,-0.002,31.8,0.95,0,False,False,True,False,False,0,-3,False,-2.803888382959276,0,0,,0
A000861,U8114,2026-04-05T10:00:00+09:00,211.156.123.207,KR,FP_39697,0.033,25.7,0.8,12.5,False,True,True,False,False,0,3,False,10.468357447596151,0,35,L5E:체불사업장_자의퇴직위장,0
A000952,U0705,2026-04-27T10:00:00+09:00,211.220.141.145,KR,FP_06934,0.582,136.0,3.05,179.8,True,True,True,False,False,3,-27,False,-12.002421404532537,1,100,mouse_jitter=136ms|key_burst=3.05|rdp_latency=180ms|L5E:체불사업장_자의퇴직위장|L5D:반복신청_3회|L5F:상실소급_27일|L5B:immig_overseas,1
A000934,U0082,2026-04-09T13:00:00+09:00,211.90.242.255,KR,FP_32639,0.67,149.0,1.97,134.4,True,False,False,True,True,1,-8,False,-12.182395693121839,1,100,mouse_jitter=149ms|key_burst=1.97|rdp_latency=134ms|device_drift=0.67|L5D:device+tz_변경|L5F:상실지연_8일|L5B:immig_overseas,1
A000676,U2714,2026-04-04T13:00:00+09:00,211.140.249.224,KR,FP_29313,0.081,14.6,1.52,0,False,False,False,False,False,0,-2,False,-11.287578691211372,0,0,,0
A000512,U6251,2026-04-17T14:00:00+09:00,211.93.226.3,KR,FP_08470,0.063,17.2,1.1,11.6,False,False,False,False,False,0,3,False,1.8960542544419834,0,0,,0
A000141,U9287,2026-04-16T13:00:00+09:00,211.23.38.143,KR,FP_71177,0.032,17.6,0.98,8.9,False,False,False,False,False,0,0,False,-3.760877084719663,0,0,,0
A000247,U6114,2026-04-01T17:00:00+09:00,211.72.63.21,KR,FP_00660,0.109,11.0,0.91,3.0,False,False,False,False,False,0,2,False,-1.2409921511489121,0,0,,0
A000024,U1895,2026-04-13T18:00:00+09:00,211.97.130.22,KR,FP_92902,-0.006,24.7,1.11,0,False,False,False,False,False,0,2,False,12.275198907206544,0,0,,0
A000548,U4082,2026-04-22T18:00:00+09:00,211.214.234.93,KR,FP_57536,0.139,18.5,0.84,4.9,False,False,False,False,False,1,-1,False,-2.8077814576477733,0,0,,0
A000684,U6702,2026-04-02T17:00:00+09:00,211.165.133.162,KR,FP_53901,0.008,26.8,0.8,11.6,False,False,False,False,False,1,-1,False,-6.693697922945839,0,0,,0
A000043,U2445,2026-04-26T18:00:00+09:00,211.155.43.127,KR,FP_15526,0.038,10.3,0.93,0,False,False,False,False,False,0,1,False,-7.883448883719652,0,0,,0
A000498,U3383,2026-04-05T12:00:00+09:00,211.158.221.243,KR,FP_20812,-0.044,5.6,0.8,1.9,False,False,False,True,False,0,-3,False,6.154701503956344,0,18,L5D:device_변경,0
A000124,U8610,2026-04-15T17:00:00+09:00,211.185.39.57,KR,FP_08095,0.101,5,1.07,10.9,False,False,False,False,False,0,2,False,-3.7843294698575147,0,0,,0
A000427,U7094,2026-04-05T13:00:00+09:00,211.59.160.22,KR,FP_16761,0.092,5,1.0,4.1,False,False,False,False,False,1,-1,False,9.27856610762426,0,0,,0
A000163,U6435,2026-04-16T11:00:00+09:00,211.137.212.192,KR,FP_59244,0.146,35.8,1.16,5.6,False,False,False,False,False,0,0,False,-10.083288070314909,0,0,,0
A000540,U8685,2026-04-16T10:00:00+09:00,211.63.106.60,KR,FP_23681,0.1,8.2,1.22,5.2,False,False,True,False,False,0,-3,False,-18.04226743778335,0,0,,0
A000283,U5045,2026-04-12T15:00:00+09:00,211.133.79.155,KR,FP_01384,0.071,38.4,1.0,7.6,False,False,True,False,False,1,0,False,-7.496284236416308,0,0,,0
A000419,U5452,2026-04-23T15:00:00+09:00,211.51.82.133,KR,FP_66367,0.059,29.6,1.08,4.2,False,False,False,False,False,0,-2,False,-12.490285317945036,0,0,,0
A000459,U5000,2026-04-29T13:00:00+09:00,211.110.93.250,KR,FP_00274,0.042,26.7,1.13,8.6,False,False,False,False,False,0,0,False,-7.560454500514291,0,0,,0
A000147,U3204,2026-04-15T10:00:00+09:00,211.69.155.3,KR,FP_51865,-0.008,13.1,1.24,6.5,False,False,False,False,False,2,-2,False,-8.43075872381049,0,0,,0
A000047,U3751,2026-04-22T18:00:00+09:00,211.10.137.20,KR,FP_99126,0.043,25.5,1.22,1.2,False,False,False,False,False,2,0,False,2.8667914319768153,0,0,,0
A000561,U5270,2026-04-07T13:00:00+09:00,211.241.143.51,KR,FP_56480,0.051,29.7,1.45,2.2,False,False,True,False,False,1,-1,False,6.440618802555158,0,0,,0
A000190,U5879,2026-04-30T18:00:00+09:00,211.14.180.72,KR,FP_73808,0.14,13.9,1.2,0,False,False,False,True,False,0,1,False,2.3809232553354436,0,18,L5D:device_변경,0
A000922,U3841,2026-04-21T16:00:00+09:00,211.196.112.74,KR,FP_14395,0.629,82.3,1.94,158.9,True,False,False,False,False,4,-14,False,-18.966703703583917,1,100,mouse_jitter=82ms|key_burst=1.94|rdp_latency=159ms|device_drift=0.63|L5D:반복신청_4회|L5F:상실지연_14일|L5B:immig_overseas,1
A000151,U9730,2026-04-21T10:00:00+09:00,211.55.127.181,KR,FP_21803,-0.037,18.2,0.95,12.5,False,False,False,False,False,0,-3,False,-1.5466535431894821,0,0,,0
A000658,U9060,2026-04-07T10:00:00+09:00,211.190.72.18,KR,FP_30816,0.027,6.3,0.91,5.7,False,False,True,False,False,0,3,False,3.4252950324235427,0,0,,0
A000882,U4542,2026-04-10T15:00:00+09:00,211.123.118.112,KR,FP_81044,-0.016,9.9,1.17,3.0,False,False,True,False,False,0,-2,False,6.404054252930034,0,0,,0
A000005,U8180,2026-04-13T16:00:00+09:00,211.73.135.71,KR,FP_32326,0.02,19.6,0.8,4.9,False,False,False,False,False,0,0,False,-10.575236304274329,0,0,,0
A000393,U1252,2026-04-04T11:00:00+09:00,211.8.245.178,KR,FP_40839,0.001,18.0,0.9,0,False,False,False,False,False,0,2,False,10.569962025562399,0,0,,0
A000776,U9106,2026-04-22T13:00:00+09:00,211.106.34.30,KR,FP_98982,0.026,23.0,1.15,0,False,False,False,False,False,0,2,False,-11.684218853534611,0,0,,0
A000964,U7370,2026-04-18T16:00:00+09:00,211.143.152.85,KR,FP_18117,0.991,105.3,2.25,127.0,True,True,True,False,False,4,-17,False,2.522106783395344,1,100,mouse_jitter=105ms|key_burst=2.25|rdp_latency=127ms|device_drift=0.99|L5E:체불사업장_자의퇴직위장|L5D:반복신청_4회|L5F:상실소급_17일|L5B:immig_overseas,1
A000634,U9188,2026-04-05T10:00:00+09:00,211.138.73.100,KR,FP_56630,0.032,17.9,1.04,10.6,False,False,False,False,False,0,-3,False,17.595998540534342,0,0,,0
A000723,U0584,2026-04-20T10:00:00+09:00,211.182.18.202,KR,FP_32589,0.064,25.6,1.22,7.0,False,False,False,False,False,0,1,False,3.9787991762590784,0,0,,0
A000494,U9150,2026-04-01T14:00:00+09:00,211.71.65.156,KR,FP_96706,0.141,21.1,1.09,1.1,False,False,False,False,False,0,1,False,-4.080502751322893,0,0,,0
A000343,U1176,2026-04-21T09:00:00+09:00,211.73.249.223,KR,FP_17797,0.026,32.4,1.15,0.2,False,False,False,False,False,0,1,False,5.566149122016386,0,0,,0
A000487,U9623,2026-04-07T17:00:00+09:00,211.150.76.167,KR,FP_32398,0.01,36.8,1.12,11.8,False,False,False,False,False,0,0,False,-13.995263147774061,0,0,,0
A000674,U9717,2026-04-12T16:00:00+09:00,211.194.164.224,KR,FP_23164,-0.016,19.3,1.08,4.2,False,False,False,False,False,1,1,False,-22.911426104321812,0,0,,0
A000954,U1950,2026-04-15T16:00:00+09:00,211.31.206.254,KR,FP_30927,0.937,108.9,2.25,148.9,True,True,False,False,True,4,-16,True,3.403121095729553,1,100,mouse_jitter=109ms|key_burst=2.25|rdp_latency=149ms|device_drift=0.94|L5E:체불사업장이직|L5D:tz_변경|L5D:반복신청_4회|L5F:상실소급_16일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000408,U8238,2026-04-26T14:00:00+09:00,211.85.153.186,KR,FP_57147,0.071,33.6,1.08,4.7,False,False,False,False,False,0,1,False,-5.842370237269621,0,0,,0
A000023,U6549,2026-04-22T17:00:00+09:00,211.169.14.59,KR,FP_34238,0.12,31.1,1.46,4.8,False,False,False,False,False,0,1,False,4.767816710984592,0,0,,0
A000058,U6952,2026-04-23T13:00:00+09:00,211.233.154.101,KR,FP_50423,0.064,16.2,0.86,8.2,False,False,False,True,False,1,0,False,-1.9793592747244393,0,18,L5D:device_변경,0
A000194,U2984,2026-04-20T14:00:00+09:00,211.113.53.254,KR,FP_18435,0.04,23.5,0.9,8.6,False,False,False,False,False,0,2,False,8.234518944507228,0,0,,0
A000222,U5865,2026-04-23T15:00:00+09:00,211.151.82.20,KR,FP_71846,0.016,20.2,1.16,3.2,False,True,False,False,False,1,2,False,-24.415647719335194,0,20,L5E:체불사업장이직,0
A000236,U6921,2026-04-26T09:00:00+09:00,211.54.12.195,KR,FP_19049,0.066,21.1,0.96,13.7,False,False,False,False,False,0,3,False,-4.683899324898591,0,0,,0
A000475,U3679,2026-04-02T13:00:00+09:00,211.215.229.161,KR,FP_00677,0.114,13.0,1.11,11.6,False,False,False,False,False,2,-2,False,-12.421788754884656,0,0,,0
A000516,U0211,2026-04-28T17:00:00+09:00,211.191.251.207,KR,FP_54503,0.173,10.3,0.84,9.1,False,False,False,False,False,0,-3,False,-9.677315674156393,0,0,,0
A000615,U0814,2026-04-26T16:00:00+09:00,211.255.23.140,KR,FP_55213,0.019,28.0,1.15,0,False,False,True,True,False,0,1,False,-7.95860170083663,0,18,L5D:device_변경,0
A000640,U0001,2026-04-05T18:00:00+09:00,211.61.49.126,KR,FP_26778,0.059,21.4,0.8,4.8,False,False,False,False,False,0,-2,False,6.854981010453816,0,0,,0
A000008,U8318,2026-04-20T12:00:00+09:00,211.78.191.82,KR,FP_70698,0.158,13.5,1.24,1.7,False,False,True,False,False,2,3,False,-1.2213934352186544,0,0,,0
A000001,U8929,2026-04-14T12:00:00+09:00,211.229.142.3,KR,FP_99459,0.119,25.3,0.8,3.4,False,False,False,False,False,0,3,False,4.903625325935248,0,0,,0
A000781,U4355,2026-04-04T16:00:00+09:00,211.192.195.21,KR,FP_78862,0.052,34.9,1.24,3.6,False,False,False,False,False,0,2,False,-3.5587292672248494,0,0,,0
A000117,U4451,2026-04-05T10:00:00+09:00,211.122.124.25,KR,FP_87797,0.114,25.9,0.92,5.2,False,False,False,False,False,0,1,False,4.5685310040542735,0,0,,0
A000664,U4228,2026-04-25T13:00:00+09:00,211.132.253.65,KR,FP_29809,0.031,15.9,0.95,3.9,False,False,True,False,False,1,1,False,-5.213086886613231,0,0,,0
A000499,U4045,2026-04-17T14:00:00+09:00,211.251.235.236,KR,FP_75515,-0.011,24.2,1.02,0,False,False,False,False,False,0,3,False,-17.82237951109179,0,0,,0
A000807,U9341,2026-04-09T10:00:00+09:00,211.61.202.103,KR,FP_11339,0.09,8.9,0.92,16.5,False,False,True,False,False,1,-2,False,23.581148780421447,0,0,,0
A000916,U2252,2026-04-30T17:00:00+09:00,211.51.185.58,KR,FP_12473,0.502,91.5,2.62,84.6,True,False,False,False,True,1,-21,False,6.871474131053303,1,100,mouse_jitter=91ms|key_burst=2.62|rdp_latency=85ms|L5D:tz_변경|L5F:상실소급_21일|L5B:immig_overseas,1
A000553,U8447,2026-04-27T09:00:00+09:00,211.237.249.29,KR,FP_46629,-0.004,31.1,1.01,4.3,False,False,False,False,False,0,0,False,4.543320415977315,0,0,,0
A000557,U1768,2026-04-26T09:00:00+09:00,211.64.79.176,KR,FP_65537,0.066,35.1,1.03,13.9,False,False,False,True,False,0,-1,False,6.044669860366306,0,18,L5D:device_변경,0
A000085,U5061,2026-04-06T12:00:00+09:00,211.174.248.98,KR,FP_29694,0.049,25.8,1.0,2.5,False,False,False,False,False,0,2,False,16.892510383598044,0,0,,0
A000108,U5365,2026-04-30T18:00:00+09:00,211.160.97.81,KR,FP_65309,0.106,19.7,1.17,1.0,False,False,False,False,False,0,1,False,-1.9401191453756295,0,0,,0
A000892,U2168,2026-04-08T18:00:00+09:00,211.188.142.236,KR,FP_32217,-0.026,24.4,0.97,2.1,False,False,True,False,False,0,-1,False,-17.367685750648803,0,0,,0
A000295,U9356,2026-04-21T15:00:00+09:00,211.250.131.25,KR,FP_48019,0.052,22.9,1.31,16.2,False,False,False,False,False,0,2,False,1.85065820249121,0,0,,0
A000364,U6163,2026-04-25T11:00:00+09:00,211.8.249.41,KR,FP_00833,0.164,21.0,0.93,0,False,False,False,False,False,0,-2,False,3.8869211560134858,0,0,,0
A000762,U8463,2026-04-04T11:00:00+09:00,211.107.61.250,KR,FP_97078,-0.016,9.8,0.95,8.0,False,False,False,False,False,0,-3,False,1.6972203864588908,0,0,,0
A000467,U0685,2026-04-01T16:00:00+09:00,211.148.85.0,KR,FP_07888,0.035,30.5,0.91,0,False,False,False,False,False,0,1,False,-11.034780236806998,0,0,,0
A000710,U2552,2026-04-18T18:00:00+09:00,211.107.222.177,KR,FP_84674,0.083,5,1.08,12.5,False,False,False,False,False,0,3,False,1.7143297038181868,0,0,,0
A000088,U3272,2026-04-26T18:00:00+09:00,211.70.128.26,KR,FP_84041,0.002,21.2,1.29,1.8,False,False,True,False,False,0,0,False,4.676057696719486,0,0,,0
A000854,U6514,2026-04-22T15:00:00+09:00,211.15.19.254,KR,FP_56688,0.075,11.0,1.26,3.9,False,False,True,False,False,0,-1,False,-1.3081135767713536,0,0,,0
A000933,U0687,2026-04-18T09:00:00+09:00,211.240.27.208,KR,FP_27253,0.828,140.0,2.65,153.5,True,False,False,True,True,4,-27,False,-7.30014561236538,1,100,mouse_jitter=140ms|key_burst=2.65|rdp_latency=154ms|device_drift=0.83|L5D:device+tz_변경|L5D:반복신청_4회|L5F:상실소급_27일|L5B:immig_overseas,1
A000668,U9264,2026-04-17T18:00:00+09:00,211.214.62.26,KR,FP_79575,-0.01,22.1,0.85,6.4,False,False,False,False,False,0,3,False,7.173544082931718,0,0,,0
A000643,U7283,2026-04-02T14:00:00+09:00,211.71.239.234,KR,FP_36295,0.065,25.9,1.01,0,False,False,False,False,False,0,-2,False,-0.07968649693364069,0,0,,0
A000653,U7825,2026-04-10T12:00:00+09:00,211.10.28.13,KR,FP_25713,0.096,5,0.92,1.6,False,False,True,False,False,0,0,False,-14.891673106338956,0,0,,0
A000255,U8543,2026-04-21T13:00:00+09:00,211.134.89.192,KR,FP_85679,0.045,10.4,1.18,6.6,False,False,False,False,False,0,3,False,-2.402425887052213,0,0,,0
A000281,U6388,2026-04-10T12:00:00+09:00,211.126.145.226,KR,FP_82115,0.11,28.6,1.17,5.6,False,False,False,False,False,0,3,False,2.3493434939548217,0,0,,0
A000337,U5340,2026-04-18T10:00:00+09:00,211.154.236.205,KR,FP_77403,-0.031,8.1,1.14,0,False,False,False,False,False,0,3,False,-8.012416665598426,0,0,,0
A000330,U7405,2026-04-27T13:00:00+09:00,211.110.154.89,KR,FP_14711,0.04,22.0,1.03,7.1,False,False,False,False,False,0,-1,False,14.404775624570878,0,0,,0
A000767,U5713,2026-04-29T12:00:00+09:00,211.47.214.33,KR,FP_14734,0.07,31.0,0.96,0,False,False,False,False,False,0,0,False,10.871248166164666,0,0,,0
A000743,U1620,2026-04-11T17:00:00+09:00,211.34.138.40,KR,FP_07337,0.06,8.5,1.08,5.3,False,False,False,False,False,0,2,False,17.85556098331047,0,0,,0
A000052,U8319,2026-04-09T09:00:00+09:00,211.144.152.250,KR,FP_19477,-0.004,23.8,0.83,12.4,False,False,False,False,False,2,-2,False,-6.5641854521626355,0,0,,0
A000659,U9991,2026-04-13T16:00:00+09:00,211.9.195.196,KR,FP_58199,0.046,26.5,1.04,7.1,False,False,False,False,False,0,-3,False,9.732182269049085,0,0,,0
A000787,U6312,2026-04-04T13:00:00+09:00,211.42.165.115,KR,FP_58005,0.04,23.5,0.87,13.8,False,True,False,False,False,0,-2,False,25.937303935710535,0,20,L5E:체불사업장이직,0
A000687,U8628,2026-04-04T17:00:00+09:00,211.203.248.21,KR,FP_20572,0.052,19.5,1.04,0,False,False,False,False,False,0,0,False,-11.228702225618093,0,0,,0
A000120,U8262,2026-04-15T13:00:00+09:00,211.98.57.169,KR,FP_21299,0.041,5.6,0.99,4.2,False,False,False,False,False,0,1,False,13.190309085105703,0,0,,0
A000874,U6661,2026-04-21T11:00:00+09:00,211.123.147.254,KR,FP_09838,0.039,21.0,1.08,5.9,False,False,True,False,False,0,0,False,-2.790318521086039,0,0,,0
